antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Policy_Category_Weak_Policy, Protected_Areas_Category_Medium_Protected_Area, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Protected_Areas_Category_High_Protected_Area, Policy_Category_Weak_Policy, Rainfall_Category_Medium_Rainfall",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Agriculture_Land_Category_Low_Agriculture_Land, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Agriculture_Land_Category_Low_Agriculture_Land, Illegal_Lumbering_Category_High_Illegal_Lumbering",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Rainfall_Category_High_Rainfall, CO2_Category_Low_CO2, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Year_Category_Recent_Year, Forest_Loss_Category_High_Forest_Loss, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Policy_Category_Weak_Policy, Aid_Category_Medium_Aid, Year_Category_Old_Year",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Aid_Category_Medium_Aid, GDP_Category_High_GDP, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Aid_Category_Low_Aid, Population_Category_High_Population, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Aid_Category_Low_Aid, Illegal_Lumbering_Category_High_Illegal_Lumbering, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Aid_Category_Low_Aid, CO2_Category_Low_CO2, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Illegal_Lumbering_Category_Low_Illegal_Lumbering, Population_Category_Low_Population, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Protected_Areas_Category_High_Protected_Area, Illegal_Lumbering_Category_Low_Illegal_Lumbering, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Rainfall_Category_High_Rainfall, Illegal_Lumbering_Category_Low_Illegal_Lumbering, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Agriculture_Land_Category_Low_Agriculture_Land, CO2_Category_Low_CO2, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Agriculture_Land_Category_High_Agriculture_Land, Year_Category_Middle_Year, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Agriculture_Land_Category_High_Agriculture_Land, Protected_Areas_Category_Low_Protected_Area, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Policy_Category_Weak_Policy, Aid_Category_High_Aid, CO2_Category_High_CO2",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Policy_Category_Weak_Policy, Rainfall_Category_Medium_Rainfall, Forest_Loss_Category_Medium_Forest_Loss",Corruption_Category_High_Corruption,0.1,0.93,0.1,1.0,1.075268817204301,1.0,0.006999999999999992,inf,0.07777777777777768,0.10752688172043011,1.0,0.553763440860215
"Illegal_Lumbering_Category_Low_Illegal_Lumbering, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.32,0.7,0.24,0.75,1.0714285714285714,1.0,0.016000000000000014,1.2000000000000002,0.0980392156862746,0.30769230769230765,0.1666666666666668,0.5464285714285715
"Corruption_Category_High_Corruption, Population_Category_Low_Population",Policy_Category_Weak_Policy,0.32,0.7,0.24,0.75,1.0714285714285714,1.0,0.016000000000000014,1.2000000000000002,0.0980392156862746,0.30769230769230765,0.1666666666666668,0.5464285714285715
Country_Russia,Policy_Category_Weak_Policy,0.24,0.7,0.18,0.75,1.0714285714285714,1.0,0.01200000000000001,1.2000000000000002,0.08771929824561411,0.23684210526315788,0.1666666666666668,0.5035714285714286
"Year_Category_Recent_Year, GDP_Category_Low_GDP",Policy_Category_Weak_Policy,0.16,0.7,0.12,0.75,1.0714285714285714,1.0,0.008000000000000007,1.2000000000000002,0.07936507936507944,0.16216216216216217,0.1666666666666668,0.46071428571428574
"Year_Category_Recent_Year, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.16,0.7,0.12,0.75,1.0714285714285714,1.0,0.008000000000000007,1.2000000000000002,0.07936507936507944,0.16216216216216217,0.1666666666666668,0.46071428571428574
Illegal_Lumbering_Category_Low_Illegal_Lumbering,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.24,0.7272727272727272,1.06951871657754,1.0,0.015599999999999975,1.1733333333333327,0.09701492537313419,0.3116883116883117,0.14772727272727232,0.5401069518716577
Population_Category_Low_Population,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.24,0.7272727272727272,1.06951871657754,1.0,0.015599999999999975,1.1733333333333327,0.09701492537313419,0.3116883116883117,0.14772727272727232,0.5401069518716577
Year_Category_Recent_Year,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.24,0.7272727272727272,1.06951871657754,1.0,0.015599999999999975,1.1733333333333327,0.09701492537313419,0.3116883116883117,0.14772727272727232,0.5401069518716577
"GDP_Category_Low_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.31,0.7,0.23,0.7419354838709677,1.0599078341013826,1.0,0.013000000000000012,1.1625000000000003,0.08191556395715192,0.2948717948717949,0.1397849462365593,0.5352534562211981
"Rainfall_Category_Low_Rainfall, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.31,0.7,0.23,0.7419354838709677,1.0599078341013826,1.0,0.013000000000000012,1.1625000000000003,0.08191556395715192,0.2948717948717949,0.1397849462365593,0.5352534562211981
Rainfall_Category_Medium_Rainfall,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.32,0.68,0.23,0.71875,1.056985294117647,1.0,0.012399999999999994,1.1377777777777776,0.07928388746803067,0.2987012987012987,0.12109374999999986,0.5284926470588235
"Protected_Areas_Category_Medium_Protected_Area, Illegal_Lumbering_Category_Medium_Illegal_Lumbering","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Population_Category_High_Population, Protected_Areas_Category_Medium_Protected_Area","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Agriculture_Land_Category_Low_Agriculture_Land, Rainfall_Category_High_Rainfall","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Rainfall_Category_Medium_Rainfall, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Protected_Areas_Category_High_Protected_Area, Rainfall_Category_Medium_Rainfall","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Rainfall_Category_High_Rainfall, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Aid_Category_Low_Aid, Illegal_Lumbering_Category_High_Illegal_Lumbering","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Protected_Areas_Category_High_Protected_Area, Illegal_Lumbering_Category_Low_Illegal_Lumbering","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"Rainfall_Category_Medium_Rainfall, Forest_Loss_Category_Medium_Forest_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.1,0.7142857142857143,1.050420168067227,1.0,0.004799999999999985,1.1199999999999999,0.05581395348837191,0.13888888888888887,0.10714285714285705,0.43067226890756305
"GDP_Category_Medium_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.3,0.7,0.22,0.7333333333333334,1.0476190476190477,1.0,0.010000000000000009,1.1250000000000004,0.064935064935065,0.28205128205128205,0.11111111111111144,0.5238095238095238
"Population_Category_High_Population, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.3,0.7,0.22,0.7333333333333334,1.0476190476190477,1.0,0.010000000000000009,1.1250000000000004,0.064935064935065,0.28205128205128205,0.11111111111111144,0.5238095238095238
"Corruption_Category_High_Corruption, Illegal_Lumbering_Category_Medium_Illegal_Lumbering",Policy_Category_Weak_Policy,0.3,0.7,0.22,0.7333333333333334,1.0476190476190477,1.0,0.010000000000000009,1.1250000000000004,0.064935064935065,0.28205128205128205,0.11111111111111144,0.5238095238095238
"Population_Category_High_Population, GDP_Category_Medium_GDP",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
"GDP_Category_Low_GDP, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
"Forest_Loss_Category_Low_Forest_Loss, Year_Category_Middle_Year",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
"GDP_Category_Medium_GDP, Forest_Loss_Category_Low_Forest_Loss",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
"Agriculture_Land_Category_Low_Agriculture_Land, GDP_Category_Medium_GDP",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
Country_Australia,Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
"Aid_Category_High_Aid, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
"Country_Australia, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.15,0.7,0.11,0.7333333333333334,1.0476190476190477,1.0,0.0050000000000000044,1.1250000000000004,0.05347593582887705,0.14864864864864866,0.11111111111111144,0.44523809523809527
Policy_Category_Weak_Policy,Corruption_Category_High_Corruption,0.7,0.93,0.68,0.9714285714285715,1.044546850998464,1.0,0.029000000000000026,2.450000000000007,0.14215686274509814,0.7157894736842106,0.5918367346938788,0.8513056835637481
Corruption_Category_High_Corruption,Policy_Category_Weak_Policy,0.93,0.7,0.68,0.7311827956989247,1.044546850998464,1.0,0.029000000000000026,1.1160000000000003,0.6092436974789925,0.7157894736842106,0.1039426523297493,0.8513056835637481
CO2_Category_Low_CO2,Corruption_Category_High_Corruption,0.34,0.93,0.33,0.9705882352941176,1.0436432637571156,1.0,0.013799999999999979,2.3799999999999977,0.06336088154269963,0.3510638297872341,0.5798319327731088,0.6627134724857685
Aid_Category_Low_Aid,Corruption_Category_High_Corruption,0.33,0.93,0.32,0.9696969696969697,1.0426849136526555,1.0,0.0131,2.3100000000000005,0.061100746268656726,0.34042553191489366,0.5670995670995672,0.656891495601173
Year_Category_Middle_Year,Corruption_Category_High_Corruption,0.33,0.93,0.32,0.9696969696969697,1.0426849136526555,1.0,0.0131,2.3100000000000005,0.061100746268656726,0.34042553191489366,0.5670995670995672,0.656891495601173
Illegal_Lumbering_Category_Low_Illegal_Lumbering,Corruption_Category_High_Corruption,0.33,0.93,0.32,0.9696969696969697,1.0426849136526555,1.0,0.0131,2.3100000000000005,0.061100746268656726,0.34042553191489366,0.5670995670995672,0.656891495601173
Population_Category_Low_Population,Corruption_Category_High_Corruption,0.33,0.93,0.32,0.9696969696969697,1.0426849136526555,1.0,0.0131,2.3100000000000005,0.061100746268656726,0.34042553191489366,0.5670995670995672,0.656891495601173
GDP_Category_Medium_GDP,Policy_Category_Weak_Policy,0.33,0.7,0.24,0.7272727272727272,1.0389610389610389,1.0,0.009000000000000008,1.0999999999999999,0.0559701492537314,0.30379746835443033,0.09090909090909075,0.535064935064935
Population_Category_Low_Population,Policy_Category_Weak_Policy,0.33,0.7,0.24,0.7272727272727272,1.0389610389610389,1.0,0.009000000000000008,1.0999999999999999,0.0559701492537314,0.30379746835443033,0.09090909090909075,0.535064935064935
"Agriculture_Land_Category_High_Agriculture_Land, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.29,0.93,0.28,0.9655172413793105,1.0381905821282909,1.0,0.010300000000000031,2.030000000000008,0.05181086519114704,0.29787234042553196,0.5073891625615782,0.6332962550982574
"Rainfall_Category_Low_Rainfall, Aid_Category_High_Aid","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.17,0.68,0.12,0.7058823529411764,1.0380622837370241,1.0,0.004399999999999973,1.0879999999999996,0.044176706827308974,0.16438356164383558,0.08088235294117613,0.4411764705882353
"Policy_Category_Weak_Policy, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Corruption_Category_High_Corruption,0.26,0.93,0.25,0.9615384615384615,1.0339123242349046,1.0,0.008199999999999985,1.8199999999999947,0.044324324324324246,0.26595744680851063,0.45054945054944895,0.6151778329197684
"Policy_Category_Weak_Policy, Forest_Loss_Category_Medium_Forest_Loss",Corruption_Category_High_Corruption,0.26,0.93,0.25,0.9615384615384615,1.0339123242349046,1.0,0.008199999999999985,1.8199999999999947,0.044324324324324246,0.26595744680851063,0.45054945054944895,0.6151778329197684
"Policy_Category_Weak_Policy, Aid_Category_High_Aid",Corruption_Category_High_Corruption,0.26,0.93,0.25,0.9615384615384615,1.0339123242349046,1.0,0.008199999999999985,1.8199999999999947,0.044324324324324246,0.26595744680851063,0.45054945054944895,0.6151778329197684
"Illegal_Lumbering_Category_Low_Illegal_Lumbering, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.25,0.93,0.24,0.96,1.032258064516129,1.0,0.007499999999999979,1.7499999999999973,0.04166666666666655,0.25531914893617014,0.42857142857142766,0.6090322580645161
"Policy_Category_Weak_Policy, Tree_Cover_Loss_Category_High_Tree_Cover_Loss",Corruption_Category_High_Corruption,0.24,0.93,0.23,0.9583333333333334,1.0304659498207884,1.0,0.0068000000000000005,1.6800000000000004,0.038901601830663615,0.2446808510638298,0.4047619047619049,0.6028225806451613
"Rainfall_Category_Low_Rainfall, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.24,0.93,0.23,0.9583333333333334,1.0304659498207884,1.0,0.0068000000000000005,1.6800000000000004,0.038901601830663615,0.2446808510638298,0.4047619047619049,0.6028225806451613
"Population_Category_High_Population, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Population_Category_Medium_Population, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Aid_Category_Medium_Aid, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Illegal_Lumbering_Category_High_Illegal_Lumbering, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Agriculture_Land_Category_Low_Agriculture_Land, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Rainfall_Category_High_Rainfall, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Protected_Areas_Category_High_Protected_Area, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.23,0.93,0.22,0.9565217391304347,1.0285179990649835,1.0,0.006099999999999994,1.6099999999999959,0.03600944510035416,0.2340425531914893,0.37888198757763814,0.5965404394576904
"Forest_Loss_Category_High_Forest_Loss, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.32,0.7,0.23,0.71875,1.0267857142857144,1.0,0.006000000000000033,1.0666666666666669,0.03836317135549894,0.2911392405063291,0.06250000000000014,0.5236607142857144
"Corruption_Category_High_Corruption, Tree_Cover_Loss_Category_High_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.32,0.7,0.23,0.71875,1.0267857142857144,1.0,0.006000000000000033,1.0666666666666669,0.03836317135549894,0.2911392405063291,0.06250000000000014,0.5236607142857144
"Corruption_Category_High_Corruption, GDP_Category_High_GDP",Policy_Category_Weak_Policy,0.32,0.7,0.23,0.71875,1.0267857142857144,1.0,0.006000000000000033,1.0666666666666669,0.03836317135549894,0.2911392405063291,0.06250000000000014,0.5236607142857144
Rainfall_Category_Medium_Rainfall,Policy_Category_Weak_Policy,0.32,0.7,0.23,0.71875,1.0267857142857144,1.0,0.006000000000000033,1.0666666666666669,0.03836317135549894,0.2911392405063291,0.06250000000000014,0.5236607142857144
"Protected_Areas_Category_Low_Protected_Area, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.22,0.93,0.21,0.9545454545454545,1.0263929618768328,1.0,0.005399999999999988,1.5399999999999965,0.03296703296703289,0.2234042553191489,0.3506493506493492,0.5901759530791788
GDP_Category_Low_GDP,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.23,0.696969696969697,1.0249554367201426,1.0,0.005599999999999994,1.056,0.036340038935755964,0.2948717948717949,0.05303030303030303,0.517602495543672
"Forest_Loss_Category_Low_Forest_Loss, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.21,0.93,0.2,0.9523809523809524,1.0240655401945724,1.0,0.00470000000000001,1.4700000000000009,0.02974683544303803,0.21276595744680848,0.31972789115646294,0.5837173579109063
"Policy_Category_Weak_Policy, CO2_Category_High_CO2",Corruption_Category_High_Corruption,0.21,0.93,0.2,0.9523809523809524,1.0240655401945724,1.0,0.00470000000000001,1.4700000000000009,0.02974683544303803,0.21276595744680848,0.31972789115646294,0.5837173579109063
"CO2_Category_Medium_CO2, Policy_Category_Weak_Policy",Corruption_Category_High_Corruption,0.21,0.93,0.2,0.9523809523809524,1.0240655401945724,1.0,0.00470000000000001,1.4700000000000009,0.02974683544303803,0.21276595744680848,0.31972789115646294,0.5837173579109063
"Agriculture_Land_Category_Low_Agriculture_Land, Protected_Areas_Category_Medium_Protected_Area, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Agriculture_Land_Category_Low_Agriculture_Land, Rainfall_Category_High_Rainfall, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Rainfall_Category_Medium_Rainfall, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Rainfall_Category_High_Rainfall, GDP_Category_Low_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Aid_Category_Low_Aid, Illegal_Lumbering_Category_High_Illegal_Lumbering",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Population_Category_High_Population, Aid_Category_High_Aid",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"GDP_Category_Medium_GDP, Aid_Category_High_Aid",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Agriculture_Land_Category_Low_Agriculture_Land, Rainfall_Category_High_Rainfall",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Protected_Areas_Category_Medium_Protected_Area, Illegal_Lumbering_Category_Medium_Illegal_Lumbering",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Protected_Areas_Category_High_Protected_Area, Illegal_Lumbering_Category_Low_Illegal_Lumbering",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Rainfall_Category_Low_Rainfall, GDP_Category_Medium_GDP",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Forest_Loss_Category_Medium_Forest_Loss, Rainfall_Category_Medium_Rainfall",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Protected_Areas_Category_High_Protected_Area, Corruption_Category_High_Corruption, Rainfall_Category_Medium_Rainfall",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Protected_Areas_Category_High_Protected_Area, Rainfall_Category_Medium_Rainfall",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Protected_Areas_Category_High_Protected_Area, Rainfall_Category_High_Rainfall",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Population_Category_High_Population, Protected_Areas_Category_Medium_Protected_Area",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
"Protected_Areas_Category_High_Protected_Area, Illegal_Lumbering_Category_Low_Illegal_Lumbering, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.14,0.7,0.1,0.7142857142857143,1.0204081632653061,1.0,0.0020000000000000018,1.0500000000000003,0.023255813953488393,0.13513513513513514,0.04761904761904781,0.4285714285714286
